ID	Transcription
281474976730084	आस पास ति और दूर दूर ति सब जने सभा के लएैं पौंचे ।
281474976726904	मैं कल्लि बाएै बच्चा दुंगो ।
281474976717962	बे स्कूल जाइ रएैं ।
281474976729915	भारत मिं सबन्ति लंबी नदी गंगा एै ।
281474976717997	का तू अबई आइ सकतु एै ।
281474976726895	मैं अब बाति नईं मिलुंगो ।
281474976727204	बु बोली कि औरत धत्ती पै सोइ रई एै ।
281474976717892	राधा सीता ति बोली एै राखी खुद एै पसदं कत्ति एै ।
281474976730026	बु कौन एै ।
281474976714349	मैं चाह्तू कि तुम एक अच्छे इंसान बनौ ।
281474976727124	बु सोइ रऔ एै ।
281474976714339	मजूर कूं घर बनबाइबे के लएैं 50 पत्थर की जरूअति एै ।
281474976727108	बु चाबल खाबैऔ ।
281474976714317	राधा सोइ रई एै ।
281474976714338	मोइ भूक लगी एै ।
281474976717804	बु एक अध्यापिका ई ।
281474976717957	कल्लि सबेरै बु जंगल जाइ रऔ होगौ ।
281474976717697	बु धीरैं चन्तु एै ।
281474976727098	बु घूंट घूंट पाईं पी गऔ ।
281474976717822	अगर तू पढ़ाई नईं करैबैऔ तो फेल है जागौ ।
281474976729885	जे दिल्ली जांगे ।
281474976726914	कुत्ता चिल्लाइ रऔ एै ।
281474976717770	बु अबई स्कूल जाइ रई एै ।
281474976717987	आगि भौत तेज लैह्की हती ।
281474976727031	बु लंबौ पेड़ु एै ।
281474976729958	बु घर मेे औ ।
281474976729987	आई नि बच्चएै खानौ खबाओ ।
281474976714350	तुम रात मिं चाबल खंगे ।
281474976717945	बु घत्ति बाहिर गई एै ।
281474976729955	जाऊ ।
281474976717761	बु कल कलकत्ता जाबैगौ ।
281474976714337	सुज्जु पूरब मिं उगत एैं ।
281474976726927	बु मेरि गऔ ।
281474976727021	बानि खानौ खाइ लऔ ।
281474976717928	राधा मिजोरम मि रैह्ति एै ।
281474976727143	टीटू खानौ बनाइ रऔ एै ।
281474976717873	मैं चातू कि बु रोजु खेत मि जएै ।
281474976729856	बु खांस खांस कि मर गऔ ।
281474976717777	मैं हर दिन चन्तु चन्तु थक गऊं ।
281474976717778	मैं बएै किताब दै रऊं ।
281474976717838	तू रोज स्कूल जातु एै ।
281474976717976	हमैं जान देओ और चाय पियौ ।
281474976727010	बु बाएै एक बच्चा दै रऔ एै ।
281474976717882	भूक के माएैं मेऔ अतिरु ककुराइ रऔ एै ।
281474976714333	राजीव टोटौ सबति लंबौ एै ।
281474976729945	टेबिल पै दो किताबै एैं ।
281474976730107	प्रत्ती पेड़न तै नीचि गिर रई एैं ।
281474976727071	साइद बु कल्लि सुबै जन्दी आएै ।
281474976717678	कुत्ता नि बच्चए रुबाइ दऔ ।
281474976727161	बे एक दूसरे एै अंकुरण कर रए एैं ।
281474976717690	लोग जां इकट्ठे भए एैं ।
281474976730043	मैं कबू शराब ना लेतु ।
281474976717841	तेऔ घरु कां इ ।
281474976729847	पिछिले हफता बु दिल्ली जाइ चुकौ औ ।
281474976717954	मोइ एक छोटौ केला दिओ ।
281474976727054	बु कल्लि नगर गओ हतो ।
281474976730062	तुम कल कलकात्ता जांगे ।
281474976717965	कलकत्ता मिं देश की सबन्ति अच्छी मिठाई मिन्ति एै ।
281474976717998	हरीस नि घरु छोद्दऔ ।
281474976730103	मैं जाइ रओ ।
281474976730088	बु बाएै किताब देगौ ।
281474976714359	किबार खोलौ ।
281474976714366	जा नएैं ।
281474976727113	राधा नि मोमि पांऔ मारौ और भाग गई ।
281474976717942	जि बांस और रस्सी एै ।
281474976727085	बिन्नि मोइ फौन करौऔ ।
281474976717655	बे एक दूसरे कौ अनुकरण कत्त एैं ।
281474976727225	बू एक आदिमी कूं देखि रई ।
281474976727140	राधा चाबल धीमि-धीमि खाति एै ।
281474976717888	संख्या ,लिंग और सम्मानसूचक की जांच करि ।
281474976727218	भगबान तुमाऔ भलौ करै ।
281474976727001	सारी लड़की कक्षा मिं आइ एैं ।
281474976727088	तुम बाएै किताब दै रए औ ।
281474976717699	अब हमैं खानौ होगौ ।
281474976717683	मैं चलि ना पाइ रऔ ।
281474976726984	मधू अपए बच्चन ति भौत प्यार कत्ति एै ।
281474976717794	सादी के लएै लड़की को देखो एै ।
281474976717983	कृपया जइओ ।
281474976717961	राधा नि अपए लएै एक धोबती खरीदी ।
281474976729914	बानै स्कूल मिं जाइबौ चौ छोद्दऔ ।
281474976729871	मैंनै बाके भइआ एै देखौ ।
281474976726876	मैं आजु रात को सैहर जांगो ।
281474976727136	कानून नि आदेश करेे एैं कि सराप कूं मस्जिद मंदिर और चर्च के पास पिऔ नइ जाबैऔ ।
281474976730150	सब जने नि परीक्षा पास ना करी ।
281474976727120	सब लोगन नि परीक्षा पास न करि पाई ।
281474976717776	बु चामर खाबैगौ ।
281474976727104	मैंहतो राधा ति लम्बौ एै ।
281474976727182	मैं परिबार मिं मुर्गा और मुर्गी हैं ।
281474976730108	मधू अपने बच्चा एै भौतु प्यार कत्ति एै ।
281474976717659	बु घर किन कौ एै ?
281474976727040	राधा गांम मिं कऊं है हि नांइ ।
281474976717801	मधू अपई भैन ति जादा सुंदर एै ।
281474976730123	कलकत्ता मिं देस की सबन्ति अच्छी मिठाई मिल्ति एै ।
281474976726973	बु कल्लि नगर गऔ हतो ।
281474976730126	मैहतौ तैरने गयौ ।
281474976727123	बु धड़ाम ति गिरौ ।
281474976717724	दरबाजो अपए आप खुलि गऔ ।
281474976730145	मैं बाएै कल्लि किताब दुंगो ।
281474976730204	तुम अबई चामलन एै खाइ रए औ ।
281474976714360	बु को एै ।
281474976730014	कल्लि सबेरि बु जंगल जाइ रऔ होगौ ।
281474976730162	कृपिया जाऔ ।
281474976729938	दरबज्जो अपने आप खुलि गऔ ।
281474976717730	बु घर में होगौ ।
281474976717891	टीटू खानौ बनाइ रऔ ।
281474976730052	तुम भाड मैं जाऔ ।
281474976726948	रूबी सबन्ति तेज धावक एै ।
281474976727198	मोइ पतौ एै कल्ल की छुट्टी एै ।
281474976729905	मैं बजार कूं गए एैं ।
281474976726970	मजदूर कूं घर बनाइबे के लएैं 50 पत्थर की जरूरत एै ।
281474976730029	तुम रोजीना चाबल खातौ ।
281474976714340	बिन लोगन कूं रस्सी ति बांध दो ।
281474976717877	हमाए समूह मि तू सबन्ति अच्छौ इंसानु एै ।
281474976717995	बे दिल्ली जाइ सकत एैं ।
281474976717852	मैं अब बाति ना मिन्तु ।
281474976730071	मैं घर में भौत से पेड़ एैं ।
281474976727103	दफा हो जाओ ।
281474976726979	बू घर बड़ौ एै ।
281474976727166	बानि कमरा एकदम साफ कद्दऔ ।
281474976726912	मैं कबू शराब ना पीतु ।
281474976726874	क्या तुम अबै आ सकत औ ?
281474976727206	तुमाऔ घरु कांइ ।
281474976717666	बएै खेलिबे दै ।
281474976727074	मैं बाएै घत्ति बाहिर लै जाइबौ चातू सोमबार कूं ।
281474976727038	भाड़ मिं जाऔ तुम अब ।
281474976727109	कल्लि जा समै तक बि कलकत्ता पौंच जाई ।
281474976717641	मैंने छोरी ति कामबाई कु कमरा साफ करबाइबे के लएैं कही ।
281474976717902	बु बोली की औरत जमीन पै सोइ रई एै ।
281474976730118	राधे नि घरु छोद्दऔ ।
281474976727173	हमैं तुम आराम नईं करन देओगे ।
281474976730046	चाय पिएैं ।
281474976717941	मजदूर नि एै घरु बनाइबे काजि 50 पत्तथरन की जरूरति एै ।
281474976729993	बु सिक्षक नांइ ।
281474976729912	बिन्नै अपने बारे मिं मोइ बताओ ।
281474976717766	मैंन नईं खाऔ होगौ ।
281474976726891	हमाए सम्बंध मिं तू सबन्ति अच्छौ एै ।
281474976730125	बे जने अपने अपने गांम चले गए ।
281474976717990	तुम बस संख्या 65 लै सकतौ बा कसबा जाइबे काजि ।
281474976730008	मेई मां धीरे-धीरे खानौ खाति एै ।
281474976730006	तुम बाएै रोजु बच्चा देओ ।
281474976717806	साइद आज मंत्री जी नईं आंगे ।
281474976717821	अगर अच्छौ पानी परौ तौ अच्छी खेती होगी ।
281474976729848	बानै मोइ फौन करो ।
281474976730185	कोई बच्चा ना आयौ ।
281474976727016	मैं बा पै ना जा सकतु ।
281474976726991	हमैं जान देओ ।
281474976729959	बानै कपड़ा साफ करौ ।
281474976729994	बानि पत्थर तोद्दऔ ।
281474976717974	बेर बेर बएै भूत दिखो ।
281474976727195	बाकी बीमारी के बारे में तो कछू ना कऔ जाइ सकतु ।
281474976730050	कुस्सी बच्चन ने तोरी एै ।
281474976726917	जहां तहां किताब फैलाइ रख्खी एैं ।
281474976717886	बानै पत्थर तोड़ि दओ ।
281474976727106	सबन्न ए घर मिं एक कुत्ता एै ।
281474976714364	बानि एकु आदिमी देखौ ।
281474976717815	मैं गिरि गओ जब एक कार नि मोइ टक्कर माद्दई ।
281474976727165	मे अगल बगल मि सब अच्छे एैं ।
281474976727180	तुम कल्ल कलकत्ता जाऔगे ।
281474976717637	बु बएै किताब देतु एै ।
281474976717898	बु दुपैर मि गाबैगौ ।
281474976730012	नदी मि पाई नाइ ।
281474976717652	दरबाजे कौ सीकडी टूटौ एै ।
281474976727183	बानि कल्लि कछू ना खाऔ ।
281474976727003	हम तुमैं परेसान नईं करिंगे ।
281474976726903	तुम बस संख्या 65 लै सकतऔ कस्बा जाइबे के लएै ।
281474976718002	बानि खानौ खाइ लऔ एै ।
281474976718000	तुम किनै पसंद कत्त एैैं ।
281474976727014	बिन्नि अपऔ काम ना खतम करो ।
281474976730027	मैं कल दार्जीलिंग जांगो ।
281474976726980	बू जंगल मि एैं ।
281474976727025	कृपया जाऔ ।
281474976717933	बु शिक्षक ना रही ।
281474976730072	जाऔ और देखौ ।
281474976717654	मैंहतो राधा ति लंबौ एै ।
281474976717970	कृपया जा ।
281474976730141	बु आयौ बैठौ खायौ और चलौ गऔ ।
281474976717911	सब छोरिन मि सबन्ति सुंदर एै ।
281474976727209	बे सब पास ना भए ।
281474976730060	मैं चातू कि बु रोजु खेत जाएैं ।
281474976727024	बु छत्ति पै भाग गई ।
281474976730039	तुमाऔ नाम का एै ।
281474976729894	दरबाजौ खोलौ ।
281474976726971	दरबज्जौ खोलौ ।
281474976727036	तुम अब जाइ ना सकत ।
281474976717791	तू बएै किताब दै रऔ एै ।
281474976726931	हमैं विद्युत तारन ई जरूरत एै ।
281474976717840	पिछिले सप्ता बे दिल्ली जाइ चुके एैं ।
281474976726892	खुलि कि बोलूं तौ मोइ चाइ पसंद नांइ ।
281474976727094	मैं बाएै एक किताब दै रऊं ।
281474976717913	राधा नै नाचौ गाऔ और मेहमानन कौ मनोरंजन करो ।
281474976729942	राधा बितनी अच्छी एै जितनी रूबी ।
281474976730042	मैं बाएै किताब दे रऊं ।
281474976726954	बानि बाएै एक बच्चा दओ ।
281474976730083	मोइ नैक चौकलेट देओ ।
281474976726959	बु घत्ति भार गई ।
281474976727049	मैं नाब ति आंऊ ।
281474976717871	मैंनि अबई तकि ना खाऔ ।
281474976729906	बे रोज बजार जात एैं ।
281474976730066	बु कल्लि नगर गयौ ।
281474976729968	हमैं अबई आराम मत करन दिओ ।
281474976717680	मैं कबऊ सराब ना लेतु ।
281474976717698	राधा एै कितने रुपइआ मिले ।
281474976730015	मोइ एक दज्जन केला दै देओ ।
281474976730139	बाकौ नाम किसना एै ।
281474976717771	चलौ जा ।
281474976717651	आजु पानी परैऔ ।
281474976729854	निकल जंन्ति ।
281474976717944	बु उछलि -उछलि कि अपए घर पौंचैगौ ।
281474976729846	मोइ जान देऔ ।
281474976727067	घरै घरै जाइकि हमनि जलाबन इकट्टठौ करो ।
281474976726925	बु मास्टर नांइ ।
281474976717711	टैंक मि पानी नाइ ।
281474976717645	राधा उतनी अच्छी एै जितनी कि रूबी ।
281474976729983	बु बाएै किताब दै रओ हतो ।
281474976717919	मम्मी नि आया ति बच्चन एै खानौ खब बाऔ ।
281474976717745	हम अब एक मेला मि जाइ रएैं ।
281474976729884	बे सोइ गए हते ।
281474976717907	मैं रोज मैदान कूं जातूं ।
281474976729886	तुम रात मिं चामलन एै खाऔगे ।
281474976717971	मैं चाह्तूं कि तू एक अच्छौ इंसान बनै ।
281474976730004	खराब मौसम की बजै ति हम गाम नईं जाइ पाए ।
281474976729883	जि गाडौ लालि एै ।
281474976730182	तुमऔ घरु कौन सौ एै ।
281474976726918	मे घर मिं भौत से पेड़ एैं ।
281474976729863	जि लम्बौ पेडु एै ।
281474976726885	मोइ जि काम करन देओ ।
281474976717988	हमन्नै सबेरि चामर बनाए ।
281474976730122	मोइ नां पतौ ।
281474976717968	राजा और राधा एक दूसरे कूं देखीओ ।
281474976727211	बानि बाए एक छोरा दओ हतो ।
281474976730214	बु कल्लि तक अपऔ काम खतम कच्चुकौ होऔ ।
281474976714358	बु कल्लि तकि अपऔ काम कच्चुकौ होइऔ ।
281474976727075	का तुमनि अपऔ काम करौ नांइ ।
281474976726929	मैंनि जि नां कई कि बु खराबु नांइ ।
281474976726990	भूक से मेरा अतरि कुकर रहा है ।
281474976729920	बु कलकत्ता ति आबैगी ।
281474976727200	मे सिर मि दर्द है रऔ एै ।
281474976717925	कल्लि बु राति मिं चामर खाबैगौ ।
281474976726906	कल्लि बानि राति मिं चाबल खाए ।
281474976726951	मधू अपनी भैन ति जादा सुंदर एै ।
281474976729911	मैंनि अबई तकि खानौ नईं खाऔ हतो ।
281474976729934	बु दूदु फूदु खरीदैगी ।
281474976717870	सब छोरियां कक्षा मि आंइ एैं ।
281474976717653	का तैनि अपनौ काम करौ नाइ ।
281474976729851	साइद बु कल्लि सबेरि जल्दी आबैगौ ।
281474976727119	बु रोज स्कूल जातु एै ।
281474976714327	मैंनि बाकौ मूडु खच्च ति काटि दऔ ।
281474976726919	जो मौटा एै ।
281474976717664	पिछले साल अक्टूबर मि बारिस भई ।
281474976717675	राधा बितनी ई अच्छी एै जितनी कि रूबी ।
281474976717951	राजीब टोटो सबन्ति लम्बौ एै ।
281474976726870	हम कहूं भी जा सकत एैं ।
281474976729941	बानि हाती एै मारिबे ई कोसिस करी ।
281474976729913	जइंयौ ।
281474976726969	बे अपए अपए गांव चले गए ।
281474976717723	बु कल कलकत्ता जागौ ।
281474976730120	बाकी बीमारी के बारे मिं खछू ना करौ जाइ सकतु ।
281474976729946	मोइ पतौ एै कि कल्लि छुट्टी एै ।
281474976729950	राधा चामल धिमि खा ।
281474976714353	बानि मोइ आसीर्बाद दऔ ।
281474976714325	राधा नि चाबल धीरि खाए ।
281474976726958	बु बाएै रौज बच्चा देतु एै ।
281474976727086	यदि अच्छौ मेऔ बस्सि गऔ तौ खेती अच्छी होई ।
281474976717676	मैं दोस्त की भैनि बीमार एै ।
281474976727087	बु दिल्ली अकेली जाइ सकति एै ।
281474976714351	बाकौ नाम कृष्णा इं ।
281474976726967	मैं चाबल और सब्जी खाइ रऊं ।
281474976717859	बु खांसि खांसि कि मरि गऔ ।
281474976717665	चाय पीबत एैं ।
281474976726924	मोइ आम अच्छे लगत एैं ।
281474976730010	बु सोइ गई थी ।
281474976729944	तुम कल्लि बाएै किताब दै दोगी ।
281474976727134	मैं तौ तैरिबे लगौ ।
281474976714330	मोइ काऊन्न देखौ ।
281474976727100	बानि देखौ कि बे लोग पत्थर ति खेल रएै ।
281474976718004	बु राधई एै जो खाबैगी ।
281474976727127	पिछिले सपता बे दिल्ली जाइ चुके हते ।
281474976717856	हर घर मि एक कुत्ता एै ।
281474976730075	बे अब बांस एै काटि रए एैं ।
281474976727223	बु खांस खांस कि मरिगऔ ।
281474976727186	बू कल्लि कलकत्ता जाइ रई एै ।
281474976726998	तुमनि बाएै बच्चा दओ हतो ।
281474976726945	मि और भइआ साथ मिं खेलिंगे ।
281474976729877	मैनि जि ना कऔ कि बु खराबु नाइं ।
281474976730003	मे पास पईसा न होत तौ मैं चल सकातूं ।
281474976729882	तुमन्नै सबेरि चामल खाए ।
281474976726901	यह गाड़ा लाल है ।
281474976727023	बु रोजु स्कूल जातु एै ।
281474976730110	संख्या लिंग और सम्मान सूचक की जांच करौ ।
281474976727076	बानी हांती मारिबे की कोसिस करी ।
281474976717743	अगर मैं आइ पाबतौ ।
281474976727059	तुमनि बाएै देखौ एै कि नांइ ।
281474976727178	बे हसते हसते पागल है गई ।
281474976727007	खाइबे बाद सोऔ ।
281474976729981	का मैं तोइ काल्लि बुलाइ सकतूं ।
281474976726896	बिनैं तुम रस्सी ति बांध देऔ ।
281474976729903	मैं मां नहीं जाइ सकतो हतो ।
281474976730109	कल्लि रात मिं बु चामल खाबैगौ ।
281474976730174	चले जाओ ।
281474976717667	हम लोगन्नि एै बिद्दुत तार ई जरूरति एै ।
281474976717864	राधा चामर धीरे खाई ।
281474976727011	रूबी राधा ति लंबी एै ।
281474976717865	हमति बिना पूछे प्रबेस मति कद्दिओ ।
281474976717779	बु कल कलकत्ता ति आबैगी ।
281474976726864	भारत मिं सबन्ति लम्बी नदी गंगा है ।
281474976730030	मे माथे मि द्दु एै ।
281474976717950	सब लोग जोरि नाइ ।
281474976726886	मैं उसे रोज किताब देतूं ।
281474976717816	मोइ न लगतु बु आबैऔ ।
281474976729940	मैं जोत्ति भाजी ।
281474976717760	खराब मौसम की बजै ति हम गांम मि ना जाइ पाए ।
281474976727187	तुम बाएै कल्लि किताब दै देओगे ।
281474976727064	का मैं तुमैं कल्लि बुलाइ सकतूं ।
281474976717803	टीटू की मां नि टीटू ति राधा कूं सुल बाऔ ।
281474976727032	बु एक मास्टरनी एै ।
281474976717975	बु फुटबॉल हर रोजु खेन्तु एै ।
281474976727227	को को जंगल मिं जाबैऔ ।
281474976717885	बु एक अध्यापिका एै ।
281474976717818	बु कल्लि ति अपऔ काम कल्लेगौ ।
281474976726968	मैं अब मैदान जाइ रऊं ।
281474976727196	मैं जांगो तब मम्मी आबैईं ।
281474976727179	बे बाएै किताब दै रए हते ।
281474976726934	बु मैदान जाइ रऔ एै ।
281474976730153	बु एक आदिमी एै देखी ।
281474976717991	तुम अबई चामर खाइ रए ओ ।
281474976730019	राधा गाम मि कबऊ नां आति ।
281474976730016	नैक चाइ फाइ लेओ ।
281474976727017	बानि गेंद कूं मारौओ ।
281474976727097	राधा उत्ती अच्छी एै जितनी रूबी अच्छी एै ।
281474976727191	राजीव टोटो सबन्ति लंबो एै ।
281474976730051	हमाए समू मिं तुम सुबनतै अच्छे इंसान औ ।
281474976727096	कृपया किबार खोलीऔ ।
281474976727055	मैंनि अबई तक नां खाऔ ।
281474976727132	छति तै हर हर पानी गिर रऔ एै ।
281474976714334	संख्या पुरुष की और समाज सूचक की जांच करौ ।
281474976727172	मैं सबेरि चाबल खाए हते ।
281474976727224	मोइ काऊन न देखौ ।
281474976717918	हमै अब आराम मत करन दै ।
281474976727072	मैं जाइ रऊं ।
281474976717929	मैं खानौ नई खांगो ।
281474976729982	मैं जांगो जब मइयो आइ जागी ।
281474976717692	राति मि चामर खांगे ।
281474976717935	यां तां किताब बिखरी डरी एैं ।
281474976727151	राधा मिजोरम मिं रैह्ति एै साइद ।
281474976717752	राधा नि मोइ पांइ ति मारो और भाजि गई ।
281474976730210	कृपया दरबज्जौ खोलौ ।
281474976717737	बे चन दए होते ।
281474976729880	हरीस नैं घर छोद्दऔ ।
281474976727154	बु घर मिं होइओ शाइद ।
281474976726910	जाऔ और देख कि आऔ ।
281474976717718	राजू नि घर छोड़ि दऔ ।
281474976729933	मैनि मोडी एै काम बाई ति कमरा साफ करिबे के लएै बोलौ ।
281474976714323	बुअ दूदु बूदु खरीदैई ।
281474976717923	मैं बएै कल्लि छोरा दैंगो ।
281474976727090	मम्मी नि आया से बच्चन कूं खानौ खिलबाओ ।
281474976730152	हम तुमै परेसान नईं करिंगे ।
281474976729923	मधू बाकी भैन ति जादा सुंदर एै ।
281474976726953	तुम मे संग चलि रए औ न ?
281474976717732	कोई अपई तारीफ ना कत्तु ।
281474976717849	मैंनि बएै भइअएै देखो ।
281474976726989	बु खाना खाइबे के बादि सोइबे चलो गओ ।
281474976729907	टंकी मि पाईं ना हतु ।
281474976726994	बजार गऔ एै ।
281474976717985	मेज पै दस किताबै एैं ।
281474976726950	जि सई रैह्बै तुमाए लएैं ।
281474976717769	तैंनि सबेरै चामर खाए ।
281474976717788	तोइ एैसि नईं बतानौ चइएैं ।
281474976727081	बु बिना बताए चलौ गऔ ।
281474976730089	तुम बाएै बच्चा दै रए औ ।
281474976730187	बिन्नि हमैं आर्सीबाद दओ ।
281474976726983	टेबल पै दो किताबै एैं ।
281474976727189	मैं चाह्तू कि तुम एक अच्छे इंसान बन जऔ ।
281474976727207	थोड़ौ चाइ वाइ पी लेओ ।
281474976726944	मौइ लगति एै बु नईं आबैऔ ।
281474976714348	बु मोति प्यार कत्ति एै ।
281474976727095	बानि सगाई तोड़ दई ।
281474976717869	कल कलकत्ता जांगे ।
281474976729887	रुबी राधा ति लम्बौ एै ।
281474976717810	बे अब बांसु काटि रएैं ।
281474976730090	आंच भौत तेज लगी हती ।
281474976717903	मैं रादा ऊं ।
281474976717948	रूबी सबन्ति तेज धाबक एै ।
281474976727008	बु घर में ई एै ।
281474976717686	तुम अब नईं जाइ सकौ ।
281474976714355	जि बांस की रस्सी एै ।
281474976726982	मैं सिर्फ चाबल खांगो ।
281474976730203	कोई खुद की तारीफ ना कत्तु ।
281474976727020	बु सोइ गई ।
281474976717999	राधा नै अबई अबई घरु छोड़ौ एै ।
281474976726946	कुस्सी बच्चन्नि तोड़ दई ।
281474976729936	कुतन्नै बच्चएै रुबाइ दऔ ।
281474976727101	राधा और राजा नि एक दूसरे कूं देखौओ ।
281474976726949	मैं आज नईं खेलौओ ।
281474976727193	बु कपड़ा धुल रई एै ।
281474976714371	जामिं आइ पातऔ ।
281474976729935	बु एक ।
281474976717917	बु बएै किताब देगो ।
281474976717707	रूबी राधा ति लंबौ एै ।
281474976726928	बु राधा एै जो खाबैई ।
281474976730031	मोइ नां लगतु बु आबैगौ ।
281474976729890	राजा नै अपनी पत्नी एै फूल दऔ ।
281474976730186	हम अब मेला मि जाइ रए एैं ।
281474976714331	अपऔ खानौ खाइबे के बादि बु सोइबे चलौ गऔ ।
281474976727170	मैं स्कूल नईं जांगो ।
281474976717926	साइद बु कल्लि सुबै जन्दी जएै ।
281474976727126	मैं राधा हूं ।
281474976726922	मोइ चाबल बाबल देओ ।
281474976730007	तुम बाजार जाइ रए औ ।
281474976729855	नीचै दए गए उदाहरण कौ प्रारूप बताऔ ।
281474976714380	मेज पै दस किताबें एैं ।
