ID	Transcription
281474976732024	हम रधवा ही ।
281474976720672	ऊ कुल्हारी से पेड़ काटलइ ।
281474976726658	ऊ आज कोलकत्ता जएतन ।
281474976728114	बच्चा जल्दी-जल्दी चलइ थलइ ।
281474976732399	घरवा से ऊ बाहर गेलइ हे ।
281474976732761	दरवाजा के सिकरी टुटल हवऽ ।
281474976720262	रधवा सुतल हइ ।
281474976732856	हम ओकर भाई के देखलुअ ।
281474976732014	ऊ अलइ बइठलइ आउर खलइ चल देलइ ।
281474976728219	ऊ एक अध्यापक हइ ।
281474976728014	हम जबउ जब मारतउ ।
281474976732392	ऊ भात खा तइ ।
281474976728231	तु ओकरा किताब दे रहलही हे ।
281474976731704	हम वहा नऽ जा सकली हे ।
281474976731950	हम खुदे आपन अएना मे देखली हे ।
281474976728113	ऊ सगाई तोर देलइ ।
281474976726855	हारिस घर छोर देलन ।
281474976728182	हम यहा तोरा देखे अइली हे ।
281474976732115	हमरा भुख नऽ हउ ।
281474976731443	राधा हमरा पैर से मारलक आउ भाग गेलक ।
281474976726849	टिट्टो राधा के सुलैलक ।
281474976732315	किरपिया कर जो नऽ ।
281474976731536	आस पास आउ दुर दराज के लोग सभा के लिए पहुची थइ ।
281474976726766	ऊ रोज स्कुल जा हथ ।
281474976728061	यदी अच्छा बरसा होतइ तऽ अच्छा खेती होतइ ।
281474976732355	हम तोरा परेशान नऽ करबउ ।
281474976732163	हम ना खाले होती ।
281474976731707	आग बहुते तेज से लहकीत हइ ।
281474976731733	तोहर घर कहा हउ ।
281474976732135	हमर परिवार के पास मुर्गा मुर्गी हई ।
281474976731418	तु अपने से चावल बनएले ।
281474976720706	तु अब नऽ जा सकबऽ ।
281474976728092	हमरा चावल बवाले दे ।
281474976732660	हम रोज खेत मे जा ही ।
281474976732336	ई मोटा हइ पटरवा ।
281474976728009	परवेश मत कर ।
281474976728126	ऊ देखलइ कि ऊ लोग सब पत्थर से खेली थलइ ।
281474976731464	ऊ शादी ला एगो लड़की के देखलइ ।
281474976720286	ऊ सब हमरा से प्यार करऽ हे ।
281474976731395	ऊ कल्हे गाँव गेलइ ।
281474976726748	मेज पऽ दस गो किताब हे ।
281474976720223	ऊ सच नऽ बोली थइ हऽ नऽ ।
281474976732960	हमरा भुख नऽ हवऽ ।
281474976732255	यहा नशा करेला बंद हइ ।
281474976732048	फुलवा सुंदर हइ हइ नऽ ?
281474976720617	भुख से हमर अतरी ककुराइ थे ।
281474976719562	हम कही जा सकऽ ही ।
281474976720239	हम चाहऽ ही कि तु एक अच्छा इंसान बन ।
281474976728213	ऊ शादी के लिए एक लड़की देखलइ ।
281474976726788	तु ओकरा किताब देइ थऽ ।
281474976732161	माय नौकरनीया से लइकवन के खाना खिलवलइ ।
281474976732242	ऊ दुपहरवा मे गा तइ ।
281474976732331	चल जो नऽ यार ।
281474976726847	हमा लगइथ हे कि ऊ नऽ आवत ।
281474976720291	आ आग बहुत तेज लहकल हइ ।
281474976720320	हरिशवा घर छोड़ देलइ ।
281474976719528	शायद ऊ कल सुबेरे जल्दी ।
281474976732707	ऊ लोग अप्पन-अप्पन गाँव चल गेलथुन ।
281474976732418	रधवा ओकरा से प्यार करऽ हइ ।
281474976731931	हम केवल भात खा ही ।
281474976732244	काल्हे ई समय मे कलकत्ता पहुचल होतइ ऊ ।
281474976720241	ई बरा पेड़ हइ ।
281474976719687	ऊ सब अपन-अपन गाव चल गेल थीन ।
281474976731643	ऊ एगो दुसर से अंदाज करऽ हइ ।
281474976731655	कल्हे ऊ चोर के पकर लेलइ हल ।
281474976732827	तोरा अइसन नऽ बतावे के चाही ।
281474976719552	हमरा एक दर्जन केला दऽ ।
281474976720450	ऊ सब अपन-अपन गाँव चल गेलथीन ।
281474976727980	हमरा अब चलल नऽ पा रहलउ हे ।
281474976720352	तोरा कितना गाय चाहऽ हउ ।
281474976731510	ओकरा बिमारी के बारे मे कुच्छो नऽ करल जाइ थइ ।
281474976719542	हम नऽ जानी थी ।
281474976731349	रोज स्कुल जा हे ।
281474976732834	थोड़ा चाय वाय लऽ ।
281474976720439	हम ओकर भाई के देखली हे ।
281474976719718	कोई अपन तारिफ नऽ करऽ हे ।
281474976726780	अगर तु पढ़ाई नऽ करबऽ तऽ फेल हो जएबऽ ।
281474976720249	रधवा ने नाचलइ गलइ आउ रिस्तेदारो के मन बहलऽलइ ।
281474976731383	हम नऽ कहलीक हे कि ऊ खराब नऽ हइ ।
281474976726646	हम रोज चावल खा ही ।
281474976728326	हम नऽ खइली ।
281474976732434	ऊ कल्हे कलकत्ता जतइ ।
281474976720537	ऊ बास के रस्सी हइ ।
281474976720638	ऊ अब मैदान जाइ थथीन ।
281474976732216	मजदुरवा के घर बनावे ला पचास पत्थर के जरुरी हइ ।
281474976731670	ऊ सब अपन अपन गाँव चल गेलइ ।
281474976720509	मधुआ अपन बचवा से बहुत प्यार करऽ हइ ।
281474976720365	एक एक आदमी के दस रुपया देही ।
281474976726801	घर घर जा के हमनी जलावन इकट्ठा कइली ।
281474976720332	हमरा एक दर्जन केला दे ।
281474976731698	नदिया मे पानी नऽ हइ ।
281474976726719	राधा आउ राजा एक दुसरे के देखलक ।
281474976728188	हम अभी तक नऽ खइलीक हे ।
281474976728032	ऊ लोग हमरा से प्यार करऽ हइ ।
281474976732835	बच्चा शांती से सुती थवऽ ।
281474976720514	कोई लड़का कक्षा मे नऽ अलइ ।
281474976731718	तु ओकरा रोजे किताब देबऽ हे ।
281474976731743	शायद मंत्री जी आज नऽ अथुन ।
281474976732237	ऊ हँस-हँस के पागल हो गेलइ ।
281474976720715	अब हमनी के खाएला होतवऽ ।
281474976732797	रजुआ ने घर छोड़ देलवऽ ।
281474976720315	अगर तु पढ़बे नऽ तऽ फेल हो जएबे ।
281474976731872	अब हम मैदान जाई थी ।
281474976720693	तु बस संख्या पैसठ ले सकऽ हऽ कस्बा जाएला ।
281474976720237	राधा हमरा लात से मारके भाग गेलइ ।
281474976731508	कल्हे ई बेरा पर कलकत्ता पहुच जतइ ।
281474976732275	लगऽ हइ कि ऊ हमरा के फोन करलइ हे ।
281474976732670	उनकर बिमारी के बारे में कुच्छो नऽ करल जा सकऽ हवऽ ।
281474976720526	खराब दिन के वजह से हमनी सब गाँव नऽ जा पइली ।
281474976731844	किरपिया जा ।
281474976731996	तु ओकरा कल्हे किताब देबही ।
281474976731581	तु बस संख्या पैसठ ले सकऽ ही कस्बा जाएला ।
281474976720432	हम नऽ खइली हे ।
281474976728325	इहा धुम्रपान निषेध हइ ।
281474976731917	हम सिर्फ भात खा ही ।
281474976726643	बार-बार ऊ भुत देखल ।
281474976728089	हम सुबह मे चावल बनइली ।
281474976732447	ओकरा देखलीक कि ऊ सब पत्थरवा से खेलीत हलइ ।
281474976719498	सायद आज मंत्री जी नऽ अथुन ।
281474976720375	रधवा रमेशवा के साथ शहर गेलइ ।
281474976732959	किरीपिया दरवाजा खोल दऽ ।
281474976719640	ऊ कलकत्ता से अतइ ।
281474976732297	हम रात मे भात खाएम ।
281474976731803	अब हम ओकरा से नऽ मिलऽ ही ।
281474976732777	ऊ सोई थलथुन ।
281474976731858	हम जाई थली ।
281474976719704	ऊ घर से बाहर गेलइ हे ।
281474976728164	हम एगो मेला मे जाइ थलीक ।
281474976732371	तोरा भगवान भला करो ।
281474976732673	रधवा मिजोरम मे रहऽ हवऽ ।
281474976731708	हम एतबार के कलकत्ता जाएम ।
281474976732688	हम्मर दादी माँ बहुत बिस्कुट देलइ हे ।
281474976720445	हम लड़की से रुम साफ करवइली हे ।
281474976731442	ऊ खाना खा लेलइ ।
281474976732922	छात्र को छड़ी से नऽ मरीहऽ ।
281474976720422	हम ओकरा रोज किताब देबऽ ही ।
281474976732333	सुतल हइ ।
281474976719635	राजीव टोटो सबसे लम्बा हइ ।
281474976731693	तु रतवा मे भात खएबे ।
281474976728112	राजीव टोटो से लम्बा हइ ।
281474976731991	का तु ओकरा देखलही हे नऽ नऽ ?
281474976731674	ऊ सुती थइ ।
281474976728227	ऊ हमरा अशिर्वाद देलथीन ।
281474976732837	ऊ ओकरा किताब देइ थवऽ ।
281474976732774	हमरा चावल वावल दऽ ।
281474976719683	फूल सुंदर हइ हइ नऽ ।
281474976731914	मजदुरवन के घर बनावेला पचास पत्थर के जरुरत हइ ।
281474976720313	बार-बार ओकरा भुत दिखाई देइ थइ ।
281474976731797	जन्ने-तन्ने किताब छितराएल हे ।
281474976719734	का ई सही रहतवऽ तोरा ला ।
281474976720533	ऊ जल्दी-जल्दी पानी पी गेलइ ।
281474976731807	ऊ बजार गेलथुन हे ।
281474976731617	कुछ लइका स्कुल मे नऽ अलइ ।
281474976728288	ऊ अब मैदान जा रहलइ हे ।
281474976732059	पिछले सलवा अक्टुबरे मे बरसात हो गेलइ हे ।
281474976719802	हमरा माथा दुखाइत हे ।
281474976731784	ऊ बोललइ कि औरतिया भुइया मे सुती थइ ।
281474976719626	लइका सुत गेलइ हे ।
281474976720703	तु रात मे चावल खएबऽ ।
281474976719809	ऊ सच नऽ बोलइत हइ हइ नऽ ।
281474976720308	हम सब के विद्युत तार के जरुरत हे ।
281474976719699	हम कल दार्जिलिंग जाएम ।
281474976732842	ऊ कलकत्ता से अथुन ।
281474976732321	टिटो ने रधवा के सुतऽलइ ।
281474976732659	हम भात आउ तकारी खाइ थी ।
281474976720591	चाय पियऽ ।
281474976732149	कुतवा बच्चवा के रुला देलइ ।
281474976732684	हम पत्थर से घर बनलुअ हे ।
281474976728174	गाँव के ई सबसे पुराना पेड़ हइ ।
281474976732862	हमनी लोग के विद्युत तार के जरुरत हवऽ ।
281474976731721	ऊ घरवे मे होतइ ।
281474976728300	तु रोज ओकरा किताब देबऽ हऽ ।
281474976719540	ऊ धराम से गिर गेलइ ।
281474976728055	हम कभी शराब नऽ लेबऽ हीक ।
281474976728048	हमरा आम अच्छा लगऽ हउ ।
281474976732863	तु ओकरा किताब देइ थहु ।
281474976719582	का हम तोरा कल बोला सकऽ ही ।
281474976720570	हमर अगल मे बगल ए सब अच्छा हइ ।
281474976720357	महतो रधवा से लम्बा हइ ।
281474976719539	हमरा नऽ लगऽ हे ऊ अतवऽ ।
281474976732722	ऊ छत पऽ चल गेलबऽ ।
281474976728287	जहा तहा किताब बिखरल परल हइ ।
281474976731425	हमरा से बिना पुछ्ले घर मे मत अइहे ।
281474976732393	कुर्सिया पर दु गो किताब हइ ।
281474976720385	टेबुलवा पर दु गो किताब हइ ।
281474976731580	हम कल्हे स्कुल नऽ अबइ ।
281474976726835	हम अब एके मेला मे जाइ थी ।
281474976732446	हमरा माथा दरद हइ ।
281474976732705	ऊ चावल खतवऽ ।
281474976732717	राधा अभी-अभी घर छोड़ देलवऽ ।
281474976731610	भगवान तोरा दया करतन ।
281474976732186	हम पत्थर से घर बनाली हे ।
281474976731983	हमरा नऽ लगऽ हइ कि ऊ अतइ ।
281474976731942	हमरा भात-उत दे ।
281474976731773	रधवा सितवा के बोललइ कि राखी खुदे पसंद करी थे ।
281474976731483	ऊ कल्हे गाँव गेलइ हल ।
281474976720254	हम रोज चलीत-चलीत थक गेली ।
281474976728067	राधा अभी-अभी घर छोड़ देलइ ।
281474976731547	कुर्सी लइका ला तोड़ल गेलइ हे ।
281474976720474	हमरा से बिना पुछे परवेश नऽ करीहे ।
281474976731542	निचे देबल उदाहरण के प्रारुप बतलाओ ।
281474976720471	हम गिर गेली हली जब एगो कार हमरा टक्कर देलक ।
281474976732780	ऊ सगाई तोर देल्थुन ।
281474976726853	ऊ अंगरेजी बोलऽ हथ ।
281474976732168	ऊ पत्थरवा तुर देलइ ।
281474976719558	हम खुद के ऐनक मे देखली ।
281474976732764	अगर तु नऽ पढ़बऽ तऽ फेल हो जएबऽ ।
281474976732178	हम भर रात मे भात खलइ ।
281474976731925	ऊ हँसते-हँसते पगला गेलइ हे ।
281474976732366	हम ओकरा एगो किताब देबऽ ही ।
281474976728128	हर आदमी के दस रुपइया दे ।
281474976719497	तोहर घर कोन हवऽ ।
281474976732323	हम ओकरा रोज किताब देबऽ हीक ।
281474976732955	बिसवा घर छोड़ देलइ ।
281474976732697	ऊ उछल-उछल के अप्पन घर पहुच गेलइ ।
281474976731730	बचवन स्कुल जाइ थइ ।
281474976719608	ऊ कल कलकत्ता जाइ थइ ।
281474976720618	हम चल नऽ पावी थी ।
281474976720562	ऊ कुद-कुद के अपन घर पहुच गेलइ ।
281474976720429	पतवा पेड़ से निचे गिरी थइ ।
281474976731534	हमर बहीन नऽ हमर बिसवास नऽ करलक ।
281474976731509	खाराब दिन के कारण हमनी सब गाँव नऽ जा पइली ।
281474976732793	ऊ इहा नऽ अथुन ।
281474976719591	का तु ओकरा देखले हे नऽ ।
281474976720296	रऽ राधा ओतने अच्छा हइ जेतना कि रुबिया ।
281474976731967	ऊ कल्हे नगर गेलइ हल ।
281474976726844	तु भाड़ मे जा ।
281474976732310	अबके ऊ मे दान जाइ थउ ।
281474976726813	कुछ लइकन कच्छा मे नऽ अएलन ।
281474976728327	ऊ एक आदमी के देखलइ ।
281474976731990	ऊ एगो मेला मे जाइ थी ।
281474976720306	कल दस बजे सुबह ऊ यहा होतइ ।
281474976719821	हम अपने आप के पसंद करऽ ही ऊ अपने आप के पसंद करऽ हइ ।
281474976731548	ऊ लोग घर पर होतइ ।
281474976720645	तोरा केतना गाय चाह वऽ ।
281474976719850	तु ओकरा किताब देइत ।
281474976720680	फुल सुंदर हइ नऽ ।
281474976732735	ऊ हमरा से प्यार करऽ हवऽ ।
281474976720307	ऊ स्कुल जाइ थइ ।
281474976726785	बच्चा जल्दी-जल्दी चलीत हलक ।
281474976732845	ऊ कुल्हाड़ी से पैर काटलऽथुन ।
281474976732908	ऊ सब हमरा प्यार करऽ हथुन ।
281474976732742	ऊ दोपहर मे गतवऽ ।
281474976732203	हम ई नऽ कहलुक हे कि ऊ खराब नऽ हउ ।
281474976719667	ऊ सगाइ तोर देलइ ।
281474976720679	सुरज पुरब मे उगऽ हइ ।
281474976731584	हम ओकरा रोज किताब दे हिक ।
281474976732986	कलकत्ता मे देश के सबले अच्छा मिठाई मिलऽ हइ ।
281474976720364	पिछ्ले सप्ताह ऊ दिल्ली गेल हलथीन ।
281474976720344	किसान कुदाल-उराल लेके खेत मे जा हइ ।
281474976720567	मम्मी ने आया से लइकन के खाना खिलवलइ ।
281474976720441	ऊ देखलइ कि ऊ सब पत्थर से खेली थथीन ।
281474976732254	बियाह तोर देलइ ।
281474976719770	कुछ लड़का कच्छा मे नऽ अलइ ।
281474976732126	अब चिरैया पेड़ पर नऽ हइ ।
281474976731705	दोहारी के जंजीरी टुटल हइ ।
281474976732183	रधवा से लम्बा हइ महतोउआ ।
281474976732365	बार-बार ओकरा भुत देखी थइ ।
281474976728052	कल ऊ चोर के पकर लेलइ हल ।
281474976727973	हम एतबार के कलकत्ता जबइक ।
281474976731453	जो यहा से ।
281474976732448	किरपीया करके जो ।
281474976726660	हम कल ओकरा बच्चा देम ।
281474976732638	हम्मर अगल-बगल सब अच्छा हइ सऽ ।
281474976720460	आदमी अइजा जमा होले हइ ।
281474976720472	हमरा लगऽ हे कि ऊ नऽ अतइ ।
281474976719722	ऊ निचे गिर गेलइ ।
281474976731668	हम लड़की से घर साफ करवइलीक हे ।
281474976720624	ऊ घट-घट पानी पी गेलइ ।
281474976720356	ऊ कल कुछो नऽ खलइ हे ।
281474976728034	सबलोग के पास नऽ हीक ।
281474976731891	कल दसे बजे सवेरे वहा अलइ होगा ।
281474976726781	तु कल ओकरा किताब दे देबऽ ।
281474976719691	बच्चा स्कुल जाइ थइ ।
281474976728277	छत से हरऽ हरऽ पानी गिर रहलइ हे ।
281474976732857	ऊ दिल्ली अकेले जा सकलथुन हे ।
281474976732801	राजीव कोटा सबसे लम्बा है ।
281474976720668	ऊ खाँस-खाँस के मर गेलइ ।
281474976731696	भारत मे सबसे लम्बी नदी गंगा है ।
281474976731870	हमरा कपार दुखाई थे ।
281474976732654	ऊ सब अप्पन काम नऽ खतम करलइ ।
281474976719789	ऊ ओकरा किताब देतइ ।
281474976732118	डकुआ घर के जला देलई ।
281474976719716	राधा गाव मे कही नऽ हइ ।
281474976731528	ऊ हसित हसित पगली हो गेलइ ।
281474976720716	हमनी के जाए दऽ आउ चाय पियऽ ।
281474976731556	ऊ देखलइ कि ऊ सब पत्थर से खेली थइ ।
281474976731961	तो रोज भात खा हे ।
281474976732704	शायद ऊ कल जल्दी आ जथुन ।
281474976727985	हम हमर भइबा साथ मे खेलतउ ।
281474976720449	तीन गो सुअर घर के पिछे रहऽ हइ ।
281474976732035	ऊ एक दुसरा के अनुकरन करऽ हइ ।
281474976728181	तु बजार जा रहले हे ।
281474976719587	ऊ लोग हमरा अशिर्वाद देलन ।
281474976732995	हम बस से अबुअ ।
281474976726749	संख्या लिंग अउर समान्य सुचक के जाच करलऽ ।
281474976732768	हम ई नऽ कहलुअ कि ऊ खराब नऽ हइ ।
281474976720496	ऊ भात खतइ ।
281474976732417	निचे देबल उदाहरण हउ नऽ ओकरा जल्दी बताही ।
281474976726791	ऊ सोई थथ ।
281474976720463	ऊ सोई थलइ ।
281474976719731	जो आउ देख ।
281474976731796	रजवा अपन पत्नी के फुल देलइ ।
281474976719678	आज सोमार हइ ।
281474976731390	हम बस से अबइक ।
281474976726650	ऊ बहुत ही मधुमय गावऽ हथ ।
281474976720540	तु स्कुल जा ही ।
281474976731736	ऊ घर से बाहरे गेल हइ ।
281474976720486	अगर ऊ कल अते हलइ तऽ हम परब मना सकऽ ।
281474976732034	डकुअन घरवा के जला देलइ ।
281474976719805	ऊ छत पर भाग गेलइ ।
281474976728065	आस-पास आउ दुर दराज से सब लोग सभा मे पहुचल हलइ ।
281474976732766	ऊ घर में होतवऽ ।
281474976719787	हमरा जाए दऽ ।
281474976732784	शायद आज मंत्री जी नऽ अथुन ।
281474976731397	ऊ स्कुल जा हइ ।
281474976726637	मधु अपन बच्चा से बहुत प्यार करऽ हथ ।
281474976731926	रधवा हमरा गोर से मारलउ आउ भाग गेलउ ।
281474976731959	हमर परिवार के पास मुर्गा आ मुर्गी हइ ।
281474976732384	नऽ हम नऽ तु ई दिक्कत के हल कर सकलीक हे ।
281474976726839	टिट्टो कइसे गिर गेल ।
281474976728306	सब लोग ने परिक्षा पास नऽ करलइ ।
281474976727978	अब हम मैदान जाइ थुक ।
281474976719844	तोर घर कहा हउ ।
281474976732339	रजुआ घर छोड़ देलइ हे ।
281474976720351	सितवा रजवा के लगलइ कि ऊ एक दुसरा से लड़ी थइ ।
281474976720589	तोहरा अइसे नऽ बतावे के चाही ।
281474976732855	ऊ हमरा अशिरवाद देलथुन ।
281474976732934	टो के मा ने टिटो से राधा के सुतवलइ हे ।
281474976728192	हम कही भी जा सकऽ हीक ।
281474976719688	ई लम्बा पेड़ हइ ।
281474976719649	पानी परी थइ ।
281474976728037	ऊ कल तक अपन काम खतम कर चुकतइ ।
281474976731963	रधवा अपना ला एगो सारी खरीदलइ हे ।
281474976731962	सब लोगवा पास नऽ हलई ।
281474976732205	तु कल कलकत्ता जबही . ।
281474976732165	ऊ काल्ह गाँव गेलइ ।
281474976720370	संख्या लिंग समान सुचक के जाँच करऽ ।
281474976719839	हम नाव से अइली हे ।
281474976732820	हमरा नऽ लगऽ हवऽ कि ऊ अतवऽ ।
281474976731497	ऊ अंग्रेजी बोलऽ हइ ।
281474976720417	चल जो ।
281474976719619	ऊ चावल खतइ ।
281474976732224	ऊ कल गाँव गेल हलइ ।
281474976731984	अब हमरा अराम मत करे दे ।
281474976720325	इहा ध्रुपा निषेध हइ ।
281474976732257	ऊ अपन-अपन घर चल गेलइ ।
281474976728255	हम लड़की से कमरा साफ करवइलीक ।
281474976720575	रधवा आउ रजवा एक दुसरे के देखलइ ।
281474976726703	ऊ कमरा के साफ करलक ।
281474976732272	सब कोई यहा एकट्ठा हो गेलइ ।
281474976728142	जो और कुछ पकल फल लेके आओ ।
281474976731694	राधा रमेशवा के साथ शहर गेलइ ।
281474976731491	भुख से हमर अतरी कुकरी थे ।
281474976731530	तु ओकरा किताब दे ही ।
281474976732873	उ अल्थुन बइठलथुन खल्थुन आ चल गेलथुन ।
281474976728195	तु सुबह चावल खएले हे ।
281474976719812	हमरा तनी मानी चौकलेट दऽ ।
281474976719826	तु रात मे चावल खएबे ।
281474976731350	हम अपने के ऐनक मे देखली ।
281474976719761	तु कल ओकरा किताब दे देबही ।
281474976732921	ऊ बहुत मधुमय गावऽ हइ ।
281474976732932	हमरा अब अराम नऽ करे दऽ ।
281474976732222	ऊ अब नऽ जा सकलइ हे ।
281474976726662	ऊ हमरा फोन कैलन ।
281474976720319	तनी सुन पहिलही तो भात खले हइ ।
281474976732755	अब हम खबुअ ।
281474976726754	तु ओकरा रोज किताब दे हऽ ।
281474976731339	काजनी आज मंत्री अतइ कि नऽ ।
281474976719797	किरपा करके जा ।
281474976728047	हम कल नऽ खइलीक हे ।
281474976728007	भावान तोरा भला करे ।
281474976719694	ऊ घर बड़ा हइ ।
281474976720653	भगवान तोरा भला कर तथुन ।
281474976720602	हम ओकरा किताब देबीक ।
281474976719747	ऊ फुटबौल हर रोज खेलऽ हइ ।
281474976731965	तु कल्हे सहर गेले हल ।
281474976732693	हमरा माथा दर्द होइ थे ।
281474976728025	कानुन आदेश देतइ कि शराब के मंदिर मस्जिद चर्च मे नऽ पियल जा हइ ।
281474976720566	गाँव के सबसे पुराना पेड़ हइ ।
281474976720360	हम लड़कीया से झाड़ु से कमरा साफ करवइली ।
281474976720304	तोरा अब हिले ला नऽ चाहऽ हउ ।
281474976732444	हम बस से आबउक ।
281474976719764	जन्ने-तन्ने किताब छितराएल हइ ।
281474976728122	हम ई नऽ कहली कि ऊ खराब नऽ हइ ।
281474976732993	केकरो इहा अंगरेजी नऽ आवऽ हइ ।
281474976726676	तु कल सहर गेलऽ हल ।
281474976731987	शायद ऊ कल्हे सवेरे जल्दी अतउ ।
281474976732212	रजवा अपन घर कल छोड़ लइ ।
281474976726860	उनका जाए दऽ ।
281474976726845	कुतवा बचवा के रुला देलइ ।
281474976720483	ऊ कल गाँव गेलइ ।
281474976732952	ऊ देखलइ कि ऊ सब पत्थर से खेली थलथीन सऽ ।
281474976726806	कौन खुद के बराई करऽ हे जो खुद के बराई करऽ हे ।
281474976728275	हम नऽ खइलुक होवे ।
281474976719529	हम कल ओकरा बचा देम ।
281474976731789	शायदे ही कल्हे अथुन ।
281474976720321	ऊ सब के रसिया से बाँध देही ।
281474976726656	मेज पऽ दुगो किताब हे ।
281474976732826	ऊ कउन हइ ।
281474976719509	ऊ एक अध्यापिका हथीन ।
281474976728059	दरवाजा खोल ।
281474976719663	कानुन आदेश देतइ कि शराब के मंदिर मस्जिद चर्च के पास नऽ पिये के चाही ।
281474976731400	सितवा आउ रजवा के लगी थइ कि अपने मे लड़ाई करी थइ ।
281474976732997	हम कल स्कुल नऽ अबुअ ।
281474976732662	कल सवेरे ऊ जंगल जाइ थोतवऽ ।
281474976720547	हम कल दार्जिलिंग जबइ ।
281474976732435	अब तोरा हिलल नऽ चाही थउ ।
281474976732745	तु बस संख्या पैसठ ले सकते हो कस्बा जाएला ।
281474976719556	खुल के बोलवऽ तऽ हमरा चाहे नऽ पसंद हे ।
281474976731888	रजवा घर छोड़ देलइ ।
281474976728263	ऊ अब घर पऽ हो तइ ।
281474976719674	का तु कल यहा आ सके हे ।
281474976720523	मधुआ अपन बहीनी से जादे अच्छा हइ ।
281474976728101	खलो कुछ नऽ खइलइ ।
281474976731699	हमरा जाए दऽ आउर चाय पियऽ ।
281474976732408	नौकरनिया बचवा के खाना खिललइ ।
281474976731947	अगर ऊ कल्हे अएतक हल तऽ परब मना सकली हल ।
281474976719518	हम बस से आएम ।
281474976720524	खोल के बोलु तऽ हमरा चाय नऽ पसंद हे ।
281474976719774	कल एती बेरा ऊ कलकत्ता पहुच जतइ ।
281474976732258	बसवाँ के रस्सी हइ ।
281474976720603	हम मेला मे जाइ थीयऽ ।
281474976732907	सुरज पुरब से निकलऽ हबऽ ।
281474976726645	कल सबेरे ऊ जंगल जाइ थोतक ।
281474976719627	हमर दोस्त के बहीन बेमार हइ ।
281474976731932	हमरा पास पइसा नऽ होतक हल तऽ हम चल सकती हल ।
281474976732320	ऊ मास्टर नऽ हउ ।
281474976732293	हऽ हम ओकर भाई के देखलीक हे ।
281474976726638	महतो तैरे चल गेलबऽ ।
281474976732046	बचवा शांती से सुतल हइ ।
281474976720601	निचे देबल एल उदाहरण के प्रारुप बतावऽ ।
281474976732217	ऊ ओकरा एगो बच्चा देबी थइ ।
281474976732666	दाफा हो जो ।
281474976719510	हम ओकर सर खच्च से काट देली ।
281474976731899	तु कल्हे कलकत्ता जएबे ।
281474976732144	ऊ जरुरही कल आए ।
