ID	Transcription
281474976715967	हम खुदय का शीशा मा देखिन ।
281474976715968	तुहका ऐसे नही बतावय का चाही ।
281474976715969	वे भात खइहैं ।
281474976715970	ई बाँस कय रस्सी आय ।
281474976715971	हमरे घरे मा ढेर पेड अहय ।
281474976715972	वे दुध-वुध खरीदिहैं ।
281474976715973	वे हर दिन फ़ुटबाल खेला थें ।
281474976715974	हमार बहिन भी हमार विश्वास नही किहिस ।
281474976715975	वे कपडा धोवत रही ।
281474976715976	वे हमरे सम्प्रदाय कय मुखिया अहयं ।
281474976715977	राधा नाचीं गायीं अउर मेहमानन कय मनोरंजन किहीं ।
281474976715978	हम तुहका परेशान ना करब ।
281474976715847	वे तनिकय देर पहिले भात खाये अहय ।
281474976715848	वे हाथी मारय कय कोशिश केहें ।
281474976715849	लरिकवा शान्ती से सोवत बाय ।
281474976715851	हमका केहू नही देखिस ।
281474976715852	अब हमका खाय का पडे ।
281474976715853	ऊ कल नगर गवा रहन ।
281474976715854	तू उनका रोज बच्चा दिया ।
281474976715855	हमरे पास पैसा ना होत तव हम चल सकत रहिन ।
281474976715856	वे सब हम्से प्यार करा थें करा थीं ।
281474976715857	जा अउर कुछ सबका फ़ल दैके आवा ।
281474976715858	हमका नही लागत की ऊ आये ।
281474976715859	वे एक मास्टराइन रहीं ।
281474976716081	ना हम अउर ना तू यह परेशानी का हल कय सकी थे ।
281474976716082	हम चल नही पावत अही ।
281474976716083	आग बहुत तेज लहका रहन ।
281474976716084	हम रोज भात खाई थे ।
281474976716085	हमका जाय दिया ।
281474976716086	शायद आज मन्त्री जी ना अइहैं ।
281474976716087	दफ़ा होय जा ।
281474976716088	हमका ई काम करय दिया ।
281474976716089	हियां बोटा अहय ।
281474976716090	हम बिहान उनका लरिका देब ।
281474976716091	बाबू जी अपने लरकन के खातिर खेलाउना खरीदें ।
281474976716092	हम बसे से आउबय ।
281474976716008	तू केहका पसन्द करा थ्या ।
281474976716009	ऊ घर मा रहा ।
281474976716010	टीटो खाना बनावत रहन ।
281474976716011	हमार मूड पिरात अहय ।
281474976716012	शायद वे कल सुबह जलदी आवयं ।
281474976716013	वे रोज बजार जा थें ।
281474976716014	हम खाना ना खाये होब ।
281474976716015	तू हमरे साथे आवत अहा की नाही ।
281474976716016	तोहार घर कौन सा आय ।
281474976716017	हम सुबेरे भात बनाये ।
281474976716018	हम वोहका कल किताब देब ।
281474976716019	ऊ सिर्फ़ अपने परिवार के लिए काम करती अहय ।
281474976716020	दफ़ा होइ जा ।
281474976716021	भारत मा सब्से लमकई नदी गंगा बाटय ।
281474976716022	राधा वोहसे प्यार करा थय ।
281474976716023	गोकुल लरिका का रोवाय दिहिस ।
281474976716136	तू रात मा भात खाबा ।
281474976716137	सब लड्कियय आपन कक्षा मा आई बांटी ।
281474976716138	मेज पय दस किताब बाटय ।
281474976716139	ऊ कलकत्ता से अइहैं ।
281474976716140	वे दिल्ली जइहैं ।
281474976716141	हमका सबका विद्धुत तार कय जरुरत अहय ।
281474976716142	हमसुबह भात खाये रहिन ।
281474976716143	हम खाना ना खाबय ।
281474976716144	वे उनका किताब देत अहयँ ।
281474976716145	नीचे दीन ऊदाहरण कय प्रारुप बतावा ।
281474976716146	राधा सीता का बोलीं की राखी खुद का पसन्द करा थीं ।
281474976716147	हमका जाय दिया अउर चाय पिया ।
281474976716148	वे उनका किताब देइहै ।
281474976716149	हमरे अम्मा धीरे-धीरे खाना खा थी ।
281474976715821	हमका एक छोट के केला दिया ।
281474976715822	सूरज पुरब से उगा थय ।
281474976715823	जय हो ।
281474976715824	हम आज रात की शहर जात अही ।
281474976715825	कलकत्ता मा देश कय सबसे अच्छी मिठाई मिला थय ।
281474976715826	हम एक मेला मा जात अही ।
281474976715827	अगर तु पढबा ना तौ फ़ेल होय जाबा ।
281474976715828	तू भाड मा जा ।
281474976715829	हम खुद का पसन्द करी थे अउर वे खुद का पसन्द करा थी ।
281474976715830	हम गिर गइन जब एक कार हमका टक्कर मारिस ।
281474976715831	तू रोज स्कूल जा थ्या ।
281474976715832	अंदर ना हिल्या ।
281474976715833	उ हमका बहुत मया थय ।
281474976715834	वही राधवय तव आय जौन खाये ।
281474976715935	वे उनका एक लरिका देत अहयं ।
281474976715936	लरिकवा जलदी जलदी चलत रहन ।
281474976715937	हमार बहिन विद्द्यालय मा बाटीं ।
281474976715939	अगर पानी बरसे तव हम चिकन बनाउब ।
281474976715940	हम अब मैदान जात अही ।
281474976715941	वे सब जने बाँस काटत अहयं ।
281474976715942	वे शायदय कल अइहैं ।
281474976715943	कौनव लरिका नही आवा ।
281474976715944	हम ऊ लौडिया को काम वाले से कमरा साफ़ करवावय का बोलिन ।
281474976715945	हम स्कूले ना जाबय ।
281474976715946	भगवान तोहार भला करय ।
281474976715947	हम ऐतुआर का कलकत्ता जाबय ।
281474976715948	हरिशवा घर छोड दिहिस ।
281474976715949	हर घरे मा एक कुकुर बाटय ।
281474976715876	ऊ एक अध्यापिका अहय ।
281474976715877	टीटो कैसे गिरिस ।
281474976715878	हम तेजी से भागिन ।
281474976715879	ऊ खाँस-खांस के मर गवा ।
281474976715880	हम रोज स्कूल जाई थे ।
281474976715881	तू कल कलकत्ता जाबा ।
281474976715882	वे घर से बाहर गय बाटीं ।
281474976715883	का तू हमका नही जनत्या हो ।
281474976715990	हम नही खाये अही ।
281474976715991	हम जानी थे कि कल छुट्टी अहय ।
281474976715992	हम कल नही खाये रहिन ।
281474976715993	हम वोहका एक किताब देत अही ।
281474976715994	वोहका जाय दिया ।
281474976715995	वे धडाम से गिर पडें ।
281474976715996	ऊ गाय नही सकत ।
281474976715997	राधा भात धीरे खाये ।
281474976715998	आज सुम्मार अहय ।
281474976716025	जा ।
281474976716026	ऊ रोज स्कूल जा थय ।
281474976716027	मोहार खोला ।
281474976716028	तू रोज भात खा थ्या ।
281474976716029	तु कब जाब्या ।
281474976716030	डकैट सब घर का जलाय दिहिन ।
281474976716031	वे स्कूल जाब काहे छोड देहे ।
281474976716032	ऊ घर मा होये ।
281474976716063	वे जंगल मा बाँटे ।
281474976716064	वे कल नगर गा रहेँ ।
281474976716065	मेजवा पय दुई किताब बाटय ।
281474976716066	वे दुई दिन पहिले बाक्स खोले रहें ।
281474976716068	वे चाय बनावति अहयं ।
281474976716069	राजा आपन घर कल छोड देहें ।
281474976716070	वे उनका किताब देत रहें ।
281474976716071	का हम तुहका कल बोलाय सकी थे ।
281474976715860	का तू अबहीं आय सका थ्या ।
281474976715861	ऊ दिल्ली अकेले जाय सका थय ।
281474976715862	ऊ आइस बैठिस खाइअस अउर चला गा ।
281474976715863	हम ई नही कहिन की ऊ खराब नही ना ।
281474976715864	राधा मिजोरम मा रहा थीं ।
281474976715865	कल यह समय तक ऊ कलकत्ता पहुँच चुकी रहे ।
281474976715866	ऊ बोलिस की औरत जमीन पय सोवति अहय ।
281474976715867	ऊ पत्थर तोड दिहिस ।
281474976715868	आरयन लरिकवा का खाना खवाइस ।
281474976715869	जा अउर देखा ।
281474976715870	अगर हम आय पाइत ।
281474976715871	राधा हमका लाते से मारिस अउर भाग गय ।
281474976715872	पानी बरसत रहन य़ही लिये हम खेत मा नही जाय पाइन ।
281474976715873	हम उनके भइकरा का देखिन ।
281474976715874	ऊ कल कलकत्ता जाति अहय ।
281474976715951	लरिका सोय गा है ।
281474976715952	हम नाव से आवा बाटिन ।
281474976715953	हम वोहसे कांच तोडवाये ।
281474976715954	किसान कुदार-उदार लैके खेत मा जा थें ।
281474976715955	हमाय मुड पिरात अहय ।
281474976715956	तू सुबेरे भात खाये रह्या ।
281474976715957	पिछले हप्ता तू दिल्ली जाय चुका रह्या ।
281474976715958	हमसे बिना पुछे अन्दर ना घुसया ।
281474976715959	उनकय नाम कृषना बाटय ।
281474976715960	हम भात अउर सब्जी खात अही ।
281474976715961	हम रोज चलत-चलत थक गा अही ।
281474976715962	तोहार नाम का बाटय ।
281474976715963	वे एक दुस्रे का याद करा थें ।
281474976715964	हम राती मा भात खाबय ।
281474976715965	पानि बरसत अहय ।
281474976715918	वे कल कलकत्ता जइहैं ।
281474976715919	वे चल देहे होतें ।
281474976715920	वे बहुत ही मधुरमय गावा थी ।
281474976715921	सीता अउर राज का लाग की वे एक दुसरे से लडत अहयं ।
281474976715922	हम वोहका किताव देत अही ।
281474976715923	छते से हर-हर पानी गिरत अहय ।
281474976715924	के खुद कय प्रशंसा करा थय जौन खुद कय प्रशंसा करा थय ।
281474976716094	आज पानी बरसे ।
281474976716096	टीटो के अम्मा टीटो से राधा का बोलवाईं ।
281474976716097	थोर के चाय-वाय लिया ।
281474976716098	वे सोय गय रहीं ।
281474976716099	महतो राधा से लम्बा बाँटे ।
281474976716100	तु उनका लरिका देत अहा ।
281474976716101	आसपास अउर दूरदराज कय सबही लोग दवा के लिए पहुँचा रहें ।
281474976716102	का तू उनका देखे अहा कि नाही ।
281474976716103	वे नीचॆ गिर गये ।
281474976716104	वे सोवत रहें ।
281474976716105	अम्मा ऐसे लरका का खाना खावाईं ।
281474976716106	ऊ घुट्ट-घुट्ट पानी पी गवा ।
281474976716107	रुबी राधा से लम्बा अहय ।
281474976716108	हम बिहान दार्जिलिंग जाबय ।
281474976715894	हम जात रहिन ।
281474976715895	बार-बार वोहका भॊत देखान ।
281474976715896	वे धीरे चला थें ।
281474976715897	राजा अपने मेहरारू का फ़ूल देहें ।
281474976715898	हमका लागा थय वे नाही बाटें ।
281474976715899	सँख्या,लिंग अउर सम्मान सूचक कय जाँच करा ।
281474976715900	वे सब जने आपन काम नही खतम केहें ।
281474976715901	सूर्य पूरब मा उगत हैं ।
281474976715902	टीटो राधा का सुलाये ।
281474976715809	खुल के बॊली तव हमका चाय नही पसन्द अहय ।
281474976715810	वोहसे अब घरे पय होये ।
281474976715811	हम अब बजार जाबय ।
281474976715812	कृपा कयके जा ।
281474976715813	रूबी सबसे तेज दौडा थीं ।
281474976715814	तू कल उनका किताब दय देबा ।
281474976715815	तोहार घर कहाँ बाटय ।
281474976715816	वे दुपहरिया मा गइहैं ।
281474976715817	ई गाढा लाल बाट्य ।
281474976715818	का तू घर जाबा ।
281474976715819	हम उनका एक लरिका देत अही ।
281474976716123	हर आदमी का दस रुपिया दिया ।
281474976716124	हम सिरिफ़ भात खाई थे ।
281474976716125	उनका सबका रस्सी से बँधाय दिया ।
281474976716126	रोज बजार जा थीं ।
281474976716127	हमरे दादी अम्मा हमका ढेर के बिस्कुट दिही ।
281474976716128	राधा वोतनय अच्छी अहयं जेतना की रूबी ।
281474976716129	ई पटरा मोट अहय ।
281474976716130	घर-घर जाय के हम सब जलावन एकट्टा किहिन ।
281474976716131	हमका थोड के चाकलेट दिया ।
281474976716132	वे सब स्कूल जात अहय ।
281474976716134	हम उनका घर से बाहर लै जावा चाही थे सोमवार का ।
281474976716135	ऊ घर केहकय आय ।
281474976715836	राधा वतनी अच्छी अहयं जेतनी की रूबी अच्छी अहय ।
281474976715837	वे कमरा साफ़ केहें कि नाही ।
281474976715838	राधा का केतना पैसा मिले ।
281474976715839	हमरे परिवार के लगे मुर्गा अव मुरगी अहय ।
281474976715840	ई लम्बा पेड अहय ।
281474976715841	हम वोहका रोज किताब दी थे ।
281474976715842	कल दस बजे सुबेरे ऊ हियाँ रहे ।
281474976715843	आपन खाना खाय के ऊ सोवय चला गा ।
281474976715844	तू अबे भातय खात अहा ।
281474976715845	हियाँ धुम्रपान करब मनाही अहय ।
281474976715846	कुर्सी लरकन से टूटी अहय ।
281474976716150	वे उनका एक लरका देत अहयं ।
281474976716151	वे देखे की वे सब पत्थर ढकेलत अहयं ।
281474976716152	लरका स्कूल जात अहय ।
281474976716153	वे सच मा नही बोलत अहय ना ।
281474976716154	फ़ूल फ़ूल सुन्दर बातय अहै ना ।
281474976716155	हम अब उनसे नही मिलित ।
281474976716156	हम रोज मैदान जाई थे ।
281474976716157	यदि अच्छी वर्षा होये तव अच्छी खेती होये ।
281474976716158	वे छत पाय भाग गईं ।
281474976716159	वे तीन सुवर घर के पीछे रहा थें ।
281474976716160	का तू आपन काम नही करे अहा ।
281474976716034	राधा अबहियय अबहीं घर छोड दिहीं ।
281474976716035	ऊ कल तक आपन काम समाप्त कय चुका रहे ।
281474976716036	कल सुबेरे ऊ जंगल जाय रहा होये ।
281474976716037	ऊ कल नगर गवा ।
281474976716038	तू बजार जात अहा ।
281474976716040	ऊ कल कलकत्ता जाये ।
281474976716041	सबहीं लडकियन संग मा ऊ सबसे खूबसूरत बाटय ।
281474976716042	हमहतव तैरय चला गयें ।
281474976716043	ऊ कुल्हरी से पेड का काटे ।
281474976716044	तू अब नही जाय सकत्या ।
281474976715979	तु उनका रोज किताब दे थ्या ।
281474976715980	स्ब जने पास नाही भयें ।
281474976715981	कुकुर भौंकत अहयं ।
281474976715982	कुछ लरकय कक्षा मा नाय आयें ।
281474976715984	ऊ गेंद का मारिस ।
281474976715985	उनका भूख नाही बाटय ।
281474976715986	चाय पी लीन जाय ।
281474976715988	पेडे पय बन्दर बाटय ।
281474976715885	ऊ घर मा रहन ।
281474976715886	कल वे चोर का पकड लेहे रहेन ।
281474976715887	ई पटरा मोट बाटय ।
281474976715888	कानून आदेश दिए की दारू का मन्दिर मस्जिद चर्च के पास नही पियय का चाही ।
281474976715889	मधू अपने बहिन से जादा सुन्दर बाटीं ।
281474976715890	वे बजार गा बाटें ।
281474976715891	हमरे आस परोस मा सब बहुत नीक बाँटे ।
281474976715892	मोहार अपने आप खुल गवा ।
281474976715893	पिछले साल अक्टूबर मा बारिश भय रही ।
281474976715801	वे घर मा बाँटे ।
281474976715802	पतिया पेड से नीचे झरति अहय ।
281474976715804	हम दुइनौ जने एक दूजे से मिले ।
281474976715805	हमका भूख लागी अहय ।
281474976715806	हम अबे तक खाये नही रहिन ।
281474976715807	मधु अपने लरिका का बहुत मया थीं ।
281474976715808	हम वोहकय सर खच्च से काट दिहिन ।
281474976715926	नदी मा पानी नाही बाटय ।
281474976715927	तुहका केतनी गाय चाही ।
281474976715928	तु कल शहर गा रहया ।
281474976715929	हमरे समूह मा तुहिन सबसे अच्छा इन्सान अहा ।
281474976715930	राधा सोवत बाटीं ।
281474976715931	हम कबो शराब नही लीत ।
281474976715932	ऊ के आय ।
281474976715933	वे सब जने अपने बारे मा हमका बतायें ।
281474976715934	ढेर जने हियाँ एकट्ठा भा हैं ।
281474976716055	हम अब एक मेला मा जात अही ।
281474976716056	हमका अब आराम ना करय दिया ।
281474976716057	वे सब अपने -अपने गाँव चला गयें ।
281474976716058	हम पत्थर से घर बनाये अही ।
281474976716059	वे अंग्रेजी बोला थें ।
281474976716060	तु बस संख्या पैंसठ लय सका थ्या कस्बा जाय के लिये ।
281474976716061	का तू कल हियाँ आय सका थ्या ।
281474976716062	ऊ सगाई तोड दिहिस ।
281474976716000	वे उनका एक लरिका दे थें ।
281474976716001	कल ऊ रात मा भात खाये ।
281474976716002	ऊ खाना खाय लिहिस ।
281474976716003	हम लडकी से कमरा साफ़ करवाइन ।
281474976716004	हम भात-वात दिया ।
281474976716005	ऊ शिक्षक नही ना ।
281474976716006	का ई सही रहे तोहरे खातिर ।
281474976716007	कृपया मोहार खोल दिया ।
281474976716072	हम खाना खात अही ।
281474976716073	वे शादी के लिये एक लडके का देखे ।
281474976716075	वे अबे स्कूल जाति अहय ।
281474976716076	हमका आम अच्छा लागा थय ।
281474976716077	राजीव टोटो सबसे लम्बा बांटे ।
281474976716079	हम आज नही खेलिन ।
281474976715989	तुहका अब हिलय का नाही चाही ।
281474976715999	संख्या लिंग अउर सम्मान सूचक कय जाँच करा ।
281474976716024	हमका पता नही बाटय ।
281474976716033	हम हुआँ नही जाय सकत रहिन ।
281474976716045	वोहके बिमारी के बारे मा कुछु भी नही किया जाय सकत ।
281474976716054	रमेश दौडें ।
281474976716080	ऊ हँसत-हंसत पागल होइगा ।
281474976716093	चिडिया अब पेड पय नाही बाटय ।
281474976716122	मजदूर का घर बनावय के लिए पचास पत्थर कय जरूरत रहा थय ।
281474976716161	राधा वोहसे प्यार करा थीं ।
281474976716162	पिछ्ले हप्ता वे दिल्ली चला गा रहें ।
281474976716163	वे खाँस-खाँस के मरी गयें ।
281474976716164	वे घरे मा रहें ।
281474976716165	वे सब स्कूल जात अहयं ।
281474976716166	पिताही आपन बच्चन के खातिर खेलाउना खरीदेन ।
281474976716167	हम नाव से आवा अही ।
281474976716168	केहू का हियां अंग्रेजी आवा थय ।
281474976716169	ई पटरा मोट बा ।
281474976716170	का हम तुहका कल बोलाय सकी थय ।
281474976716171	हियाँ हुआँ किताब बिखरी अहयं ।
281474976716319	तू अबे चावल खात अहा ।
281474976716320	वे हमसे प्यार करा थीं ।
281474976716322	हियां से चल दिया ।
281474976716324	तोहाय घर कौन आय ।
281474976716325	हमार बहिनव हमार विश्वास नाही करी ।
281474976716326	वे नीचे गिर गयें ।
281474976716327	टैंक मा पानी नाही आय ।
281474976716328	अगर वे कल आये होतें तौ हम त्योहार मनाय सकत रहे ।
281474976716246	छात्र का छडी से ना पीटयं ।
281474976716247	वे वोहका किताब देत अहयं ।
281474976716248	नदी मा पानी नाही अहय ।
281474976716249	तू रात मा चावल खाब्या ।
281474976716250	ऊ तीन सुवर घरे के पीछे रक्खा थय ।
281474976716251	हम कतव भी जाय सकी थे ।
281474976716252	वे सगाई तोड देहें ।
281474976716253	अगर अच्छी बरसात होये तव खेती अच्छी होये ।
281474976716254	उनके बिमारी के बारेमा कुछु भी नही कीन जाय सकत ।
281474976716411	तोहका अब हिलय का नाही चाही ।
281474976716412	किसानय कुदार-उदार लैके खेते मा जा थें ।
281474976716413	वे बाजार गा अहैं ।
281474976716414	मजदूर का घर बनावय के खातिर पचास पत्थर कय जरुरति अहय ।
281474976716416	वे सिर्फ़ अपने परिवार के खातिर काम करति अहयं ।
281474976716417	हमाय सर दर्द करत अहय ।
281474976716418	वे सब अब बाँस काटत अहयं ।
281474976716419	मधू अपने लरिका से बहुत प्यार करा थीं ।
281474976716420	कल सुबेरे वे जंगल जात वोइहैं ।
281474976716421	पेडॆ पय बन्दर अहय ।
281474976716422	सही बताई तव हमका चाय नाही पसन्द अहय ।
281474976716184	हम आज नाही खेलिन ।
281474976716195	कुछ लडिकय कक्षा मा नाही आये ।
281474976716217	राधा अपने खातिर एक साडी खरीदिन ।
281474976716225	आवा अउर देखा ।
281474976716276	कल वे चोर का पकड लेहे रहें ।
281474976716298	वे कल कुछु नही खायें ।
281474976716308	हमरे पास पैसा ना होत तौ हम चल सकत रहे ।
281474976716331	हमरे दादी माई हमका ढेर सारा बिस्कुट दिहीं ।
281474976716471	बच्चा शान्ति से सोवत अहय ।
281474976716472	रूबी सब्से तेज धावकि अहय ।
281474976716474	आज बरसात होये ।
281474976716476	जादा मिजोरम मा रहा थीं ।
281474976716477	वे अब घरे पय होइहैं ।
281474976716478	वे देखे की सब ल्लोग पत्थर से खेलत अहयं ।
281474976716479	हमरे आस-पडोस मा स्ब बहुत अच्छा अहयं ।
281474976716481	हम उनकय सर खच्च से काट दिहिन ।
281474976716372	वे राधय अहीं जे खइहैं ।
281474976716373	राजीव टोटो सब्से लम्बा अहयं ।
281474976716374	वे घरे से बाहर गय अहयं ।
281474976716375	तू हमरे साथे आवत अहा ना ।
281474976716376	कृपया जाँय ।
281474976716377	हमाय बहिन विद्द्यालय मा अहयं ।
281474976716378	केहू खुद कय तारीफ़ नाही करत ।
281474976716380	तू कब आवत अहा ।
281474976716207	लडिका सोय गा बाय ।
281474976716208	ऊ वोहका एक बच्चा देत अहय ।
281474976716209	ऊ गेँद का मारिस ।
281474976716210	अब हम सबका खाय का होये ।
281474976716211	तू कल वोहका किताब दय देब्या ।
281474976716212	डकैतवय घरे का जलाय देहें ।
281474976716213	सूरज पूरब मा उगा थें ।
281474976716214	राधा सोवति अहयं ।
281474976716215	बरसात होत रही येहके वजह से हम खेत मा नाही जाय पाई ।
281474976716216	सूरज पूरब से उगा थय ।
281474976716277	राधय के वजह से ऊ मरी गवा ।
281474976716278	राजा अपने पत्नी का फ़ूल देहें ।
281474976716279	हमार सर दर्द करत अहय ।
281474976716280	हम कल स्कूल ना आउब ।
281474976716281	हम अउर हमाय भाय साथ मा खेलिहैं ।
281474976716282	हमका लागा थय कि वे ना अइहैं ।
281474976716283	लोग हियाँ एक्ट्ठा अहय ।
281474976716285	हम रोज चावल खाइ थय ।
281474976716505	तोहका ऐसे नही बतावय का चाही ।
281474976716506	हम सुबेरे चावल बनाये रहे ।
281474976716508	हमका एक दर्जन केला दय दिया ।
281474976716509	हमका केहू नाही देखिस ।
281474976716510	हम रविवार का कलकत्ता जाब ।
281474976716511	राधा आपन घर कल छोडे ।
281474976716512	हम स्कूल ना जाबय ।
281474976716513	वे एक दूसरे कय अनुकरण करा थीं ।
281474976716514	कानून आदेश देय की शराब का मन्दिर मस्जिद चर्च के पास नही पियय का चाही ।
281474976716435	रूबी राधा से लम्बी अहयं ।
281474976716436	जा जौन पाक होय फ़ल लै आवा ।
281474976716437	हम लडकी का कामवाली से कमरा साफ़ करावय का बोले ।
281474976716438	वे उनका एक बच्चा दे थें ।
281474976716439	कुर्सी बच्चन के द्वारा तोडी गय अहय ।
281474976716440	टीटू कैसे गिरें ।
281474976716441	वे चावल खाइहैं ।
281474976716442	माई आया से बच्चा का खाना खवाईं ।
281474976716443	पत्तियय पेड से नीचे गिर जाति अहय ।
281474976716185	हम तेज से भागिन ।
281474976716187	हम हियाँ तोहका देखय आय रहे ।
281474976716188	हम कल नाही खाये रहे ।
281474976716189	हम जानी थय की कल छुट्टी अहय ।
281474976716190	राधा सीता का बोलिन की राखी खुद का पसन्द करा थिन ।
281474976716191	ऊ बहुत मधुर गावा थय ।
281474976716193	थोड के चाय-वाय ल्या ।
281474976716194	ऊ फ़ुटबाल रोजय खेला थय ।
281474976716390	अगर बरसात होये तव हम चिकन बनाउब ।
281474976716391	राधा रमेश के साथे शहर गय अहयं ।
281474976716393	टीटो राधा का सोवायें ।
281474976716394	हम उनका घरे से बाहर लय जाय चाहत अही सुम्मार का ।
281474976716395	हमरे माई धीरे-धीरे खाना खा थीं ।
281474976716396	हम लडकी से कमरा साफ़ करवाये ।
281474976716397	वे सब अपने अपने गाँव चला गयें ।
281474976716398	सब लोग पास नाही भयें ।
281474976716341	हम केवल चावल खाई थे ।
281474976716342	वे लोग अपने बारे मा हमका बतायें ।
281474976716344	सब लडकिन कक्षा मा आईं अहैं ।
281474976716345	वे कल कलकत्ता जाति अहयं ।
281474976716346	वे कल नगर गा रहें ।
281474976716347	वे कपडा धुलत रहीं ।
281474976716348	हम सुबह चावल खाये रहे ।
281474976716349	आस-पास अउर् दूर-दराज कय सब आदमी सभा मा पहुँचा रहें ।
281474976716350	वे घरे मा होइहैं ।
281474976716351	तू कल शहर गा रह्या ।
281474976716352	राधा अबहिनय घर छोडीं ।
281474976716353	वे दोपहर मा गइहैं ।
281474976716299	वे थॊडी देर पहिलेन चावल खाये रहें ।
281474976716300	हम ई काम करय दिया ।
281474976716301	हम उनका रोज किताब देई थय ।
281474976716302	ऊ उछ्ल-उछल के अपने घरे पहुँच गवा ।
281474976716303	वे कल तक आपन काम खतम कय लेहे रइहैं ।
281474976716304	ई बोटा आय ।
281474976716305	पिछ्ले साल अक्टूबर मा बरसात भय रही ।
281474976716306	भगवान तोहाय भला करयं ।
281474976716307	के खुद कय प्रशंसा करा थय या करा थीं जे खुद कय प्रशंसा करा थय या करा थीं ।
281474976716226	कृपया दरवाजा खोल देयं ।
281474976716227	खराब मौसम हुअय के वजह से हम लोग गाँव नही जाय पाये ।
281474976716229	उ रोज स्कूल जात हैं ।
281474976716230	वोहका जाय देयं ।
281474976716231	वे चला गा होतें ।
281474976716232	राधा वोतनय अच्छी अहयं की जेतना रूबी ।
281474976716233	राधा गाँ मा कतव नाही ना ।
281474976716234	हम उनसे काँच तोडवाइन ।
281474976716263	उ दिल्ली अकेल जाय सकत है ।
281474976716264	हर घरन मा एक कुत्ता अहय ।
281474976716265	हम सब एक मेला मा जात अही ।
281474976716266	हम लोगन का विद्दुत तार कय जरुरत अहय ।
281474976716267	कल वे रात मा चावल खइहैं ।
281474976716268	वे दूध-वूध खरीदिहैं ।
281474976716269	हम उअ ।
281474976716270	उवे मरी गये ।
281474976716271	हियाँ से भागि जा ।
281474976716273	वे घरे मा अहैं ।
281474976716274	हम उनके भाय का देखिन ।
281474976716275	वे हियाँ नाही अहयं ।
281474976716492	वे सब आपन काम नाही खतम करे ।
281474976716493	हमसे बिना पूछे प्रवेश ना करया ।
281474976716495	कल दस बजे सुबेरे वे हियाँ होइहैं ।
281474976716496	हम तोहका परेशान ना करब ।
281474976716497	वे उनका एक बच्चा देत रहें ।
281474976716499	वे सच नाही बोलत अहयं ,अहय ना ।
281474976716500	हम चाही थे की वे रोज खेत जायं ।
281474976716501	हम हुआ नाही जाय सकत रहे हे ।
281474976716503	चाय का पिया जाय ।
281474976716453	हमका नाही लागत वे अइहैं ।
281474976716455	तू केका पसन्द करा थ्या ।
281474976716456	टेबल पय दुइ किताब अहय ।
281474976716458	होय सका थय आज मन्त्री जी ना आवय ।
281474976716459	वे कलकत्ता से अइहैं ।
281474976716460	उ घर केकय आय ।
